session_id,user_id,persona,session_start,session_end,session_duration_minutes,exit_reason,is_weekend
S0000580,U03094,binge_user,2026-01-08 09:53:53,2026-01-08 10:46:53,53,interruption,False
S0000581,U04121,passive_scroller,2025-04-19 19:20:52,2025-04-19 19:36:52,16,boredom,True
S0000582,U04941,binge_user,2025-09-11 21:38:01,2025-09-11 22:48:01,70,goal_completed,False
S0000583,U04014,passive_scroller,2025-12-17 20:03:55,2025-12-17 20:12:55,9,goal_completed,False
S0000584,U01340,active_engager,2026-04-11 13:31:37,2026-04-11 14:08:37,37,interruption,True
S0000585,U01779,binge_user,2025-08-11 20:14:09,2025-08-11 21:16:09,62,goal_completed,False
S0000586,U01963,passive_scroller,2026-01-19 13:33:15,2026-01-19 13:42:15,9,interruption,False
S0000587,U00936,passive_scroller,2025-07-30 08:53:16,2025-07-30 09:01:16,8,boredom,False
S0000588,U02540,active_engager,2025-03-04 20:25:59,2025-03-04 20:48:59,23,fatigue,False
S0000589,U04181,passive_scroller,2025-03-10 22:42:22,2025-03-10 22:54:22,12,boredom,False
S0000590,U00495,passive_scroller,2026-02-09 23:40:06,2026-02-09 23:53:06,13,boredom,False
S0000591,U01507,trend_hopper,2026-05-01 13:31:56,2026-05-01 13:38:56,7,goal_completed,False
S0000592,U01259,trend_hopper,2026-03-23 22:44:22,2026-03-23 22:51:22,7,boredom,False
S0000593,U01351,trend_hopper,2025-06-15 22:17:52,2025-06-15 22:27:52,10,boredom,True
S0000594,U01709,active_engager,2025-09-27 09:00:08,2025-09-27 09:31:08,31,interruption,True
S0000595,U03831,binge_user,2025-09-21 21:29:11,2025-09-21 23:45:11,136,fatigue,True
S0000596,U01015,passive_scroller,2025-03-12 22:14:37,2025-03-12 22:28:37,14,goal_completed,False
S0000597,U01070,passive_scroller,2026-04-27 18:12:42,2026-04-27 18:15:42,3,fatigue,False
S0000598,U01238,passive_scroller,2025-12-06 13:29:27,2025-12-06 13:45:27,16,fatigue,True
S0000599,U00577,passive_scroller,2025-04-14 12:53:53,2025-04-14 13:05:53,12,boredom,False
S0000600,U02887,active_engager,2025-10-21 21:14:29,2025-10-21 21:51:29,37,boredom,False
S0000601,U03692,binge_user,2025-04-02 22:24:05,2025-04-02 23:07:05,43,fatigue,False
S0000602,U01936,trend_hopper,2025-06-06 18:28:46,2025-06-06 18:35:46,7,fatigue,False
S0000603,U01157,active_engager,2025-01-10 19:59:50,2025-01-10 20:16:50,17,goal_completed,False
S0000604,U04248,trend_hopper,2026-01-06 18:44:24,2026-01-06 19:01:24,17,boredom,False
S0000605,U01644,active_engager,2025-12-29 23:57:13,2025-12-30 00:32:13,35,interruption,False
S0000606,U04150,passive_scroller,2025-04-05 18:57:12,2025-04-05 19:06:12,9,goal_completed,True
S0000607,U03702,trend_hopper,2025-07-29 00:20:11,2025-07-29 00:26:11,6,boredom,False
S0000608,U00398,passive_scroller,2025-02-25 19:24:17,2025-02-25 19:35:17,11,goal_completed,False
S0000609,U03858,binge_user,2026-01-07 22:00:38,2026-01-07 23:11:38,71,boredom,False
S0000610,U02439,active_engager,2025-05-29 21:14:57,2025-05-29 21:52:57,38,interruption,False
S0000611,U00728,trend_hopper,2025-11-05 23:42:40,2025-11-05 23:48:40,6,boredom,False
S0000612,U01032,binge_user,2026-02-08 22:00:22,2026-02-08 23:31:22,91,interruption,True
S0000613,U03304,passive_scroller,2026-02-14 18:57:18,2026-02-14 18:59:18,2,fatigue,True
S0000614,U00888,binge_user,2025-05-26 21:21:23,2025-05-26 22:59:23,98,boredom,False
S0000615,U00039,trend_hopper,2025-08-25 00:09:11,2025-08-25 00:33:11,24,fatigue,False
S0000616,U02157,passive_scroller,2025-06-27 13:15:37,2025-06-27 13:30:37,15,goal_completed,False
S0000617,U03255,active_engager,2025-03-19 21:14:59,2025-03-19 21:55:59,41,goal_completed,False
S0000618,U03336,passive_scroller,2025-08-15 01:44:13,2025-08-15 01:49:13,5,interruption,False
S0000619,U00780,binge_user,2025-06-04 21:19:02,2025-06-04 22:28:02,69,interruption,False
S0000620,U03643,active_engager,2025-06-20 23:16:35,2025-06-20 23:52:35,36,fatigue,False
S0000621,U00827,active_engager,2025-04-07 20:17:02,2025-04-07 20:52:02,35,interruption,False
S0000622,U01087,trend_hopper,2025-10-07 12:58:36,2025-10-07 13:14:36,16,boredom,False
S0000623,U00810,passive_scroller,2026-01-31 19:25:22,2026-01-31 19:43:22,18,boredom,True
S0000624,U03939,binge_user,2025-10-10 20:09:11,2025-10-10 20:48:11,39,goal_completed,False
S0000625,U03659,passive_scroller,2025-11-16 01:10:02,2025-11-16 01:17:02,7,fatigue,True
S0000626,U03214,passive_scroller,2025-02-15 22:17:31,2025-02-15 22:35:31,18,goal_completed,True
S0000627,U03239,active_engager,2025-01-07 23:37:40,2025-01-07 23:48:40,11,interruption,False
S0000628,U00009,trend_hopper,2025-09-12 18:48:33,2025-09-12 19:07:33,19,fatigue,False
S0000629,U00174,passive_scroller,2026-02-04 18:35:13,2026-02-04 18:47:13,12,goal_completed,False
S0000630,U04450,passive_scroller,2026-01-28 00:53:41,2026-01-28 01:04:41,11,goal_completed,False
S0000631,U03978,active_engager,2025-10-23 09:04:41,2025-10-23 09:35:41,31,boredom,False
S0000632,U03905,trend_hopper,2025-12-20 22:04:13,2025-12-20 22:10:13,6,goal_completed,True
S0000633,U00679,active_engager,2026-01-10 09:31:54,2026-01-10 10:03:54,32,goal_completed,True
S0000634,U03547,active_engager,2025-10-10 09:11:01,2025-10-10 09:50:01,39,goal_completed,False
S0000635,U00078,passive_scroller,2025-01-29 20:29:39,2025-01-29 20:36:39,7,goal_completed,False
S0000636,U04503,trend_hopper,2025-07-05 19:15:38,2025-07-05 19:25:38,10,goal_completed,True
S0000637,U03764,trend_hopper,2025-11-01 00:27:20,2025-11-01 00:35:20,8,goal_completed,True
S0000638,U00104,trend_hopper,2025-08-09 13:44:18,2025-08-09 14:09:18,25,interruption,True
S0000639,U02682,trend_hopper,2026-02-01 21:26:32,2026-02-01 21:45:32,19,boredom,True
S0000640,U02776,active_engager,2025-04-15 18:55:25,2025-04-15 19:16:25,21,boredom,False
S0000641,U03754,binge_user,2026-01-28 23:30:29,2026-01-29 00:16:29,46,boredom,False
S0000642,U04295,trend_hopper,2025-03-28 01:27:02,2025-03-28 01:42:02,15,interruption,False
S0000643,U04635,trend_hopper,2026-03-04 18:03:41,2026-03-04 18:20:41,17,goal_completed,False
S0000644,U03852,passive_scroller,2025-06-01 22:30:36,2025-06-01 22:34:36,4,boredom,True
S0000645,U04265,passive_scroller,2026-02-26 20:50:37,2026-02-26 21:04:37,14,interruption,False
S0000646,U02759,trend_hopper,2026-04-03 18:18:11,2026-04-03 18:41:11,23,goal_completed,False
S0000647,U04630,trend_hopper,2026-01-20 18:40:47,2026-01-20 18:50:47,10,fatigue,False
S0000648,U00644,passive_scroller,2025-12-30 00:02:59,2025-12-30 00:06:59,4,boredom,False
S0000649,U04575,active_engager,2026-02-28 20:30:37,2026-02-28 21:16:37,46,boredom,True
S0000650,U03044,passive_scroller,2025-01-20 20:04:13,2025-01-20 20:10:13,6,boredom,False
S0000651,U00205,active_engager,2025-11-17 22:02:47,2025-11-17 22:15:47,13,goal_completed,False
S0000652,U01442,binge_user,2026-02-12 18:42:06,2026-02-12 19:32:06,50,boredom,False
S0000653,U03981,trend_hopper,2025-11-04 20:47:06,2025-11-04 21:12:06,25,goal_completed,False
S0000654,U00970,trend_hopper,2025-10-13 22:26:43,2025-10-13 22:46:43,20,interruption,False
S0000655,U02428,binge_user,2026-03-11 20:53:28,2026-03-11 22:43:28,110,interruption,False
S0000656,U01507,trend_hopper,2025-10-15 18:11:21,2025-10-15 18:27:21,16,interruption,False
S0000657,U03633,trend_hopper,2025-01-13 20:08:36,2025-01-13 20:20:36,12,fatigue,False
S0000658,U00300,trend_hopper,2026-03-26 22:27:22,2026-03-26 22:52:22,25,interruption,False
S0000659,U01912,trend_hopper,2025-09-28 00:37:31,2025-09-28 00:46:31,9,goal_completed,True
S0000660,U01448,binge_user,2025-09-17 13:35:50,2025-09-17 14:32:50,57,fatigue,False
S0000661,U02650,trend_hopper,2026-03-13 21:28:39,2026-03-13 21:41:39,13,boredom,False
S0000662,U02242,binge_user,2025-12-11 20:51:46,2025-12-11 22:05:46,74,goal_completed,False
S0000663,U02781,active_engager,2025-05-27 20:25:51,2025-05-27 20:39:51,14,interruption,False
S0000664,U04962,passive_scroller,2025-07-24 20:49:26,2025-07-24 20:59:26,10,goal_completed,False
S0000665,U03673,active_engager,2025-12-26 18:36:47,2025-12-26 19:09:47,33,goal_completed,False
S0000666,U02011,trend_hopper,2025-06-16 22:47:47,2025-06-16 22:56:47,9,interruption,False
S0000667,U02785,trend_hopper,2025-02-24 22:20:44,2025-02-24 22:33:44,13,fatigue,False
S0000668,U00052,binge_user,2025-05-27 00:24:20,2025-05-27 01:30:20,66,interruption,False
S0000669,U02092,passive_scroller,2025-11-29 22:22:57,2025-11-29 22:31:57,9,interruption,True
S0000670,U03639,binge_user,2026-01-08 22:02:47,2026-01-08 23:22:47,80,interruption,False
S0000671,U00919,binge_user,2025-07-20 21:56:34,2025-07-21 00:08:34,132,interruption,True
S0000672,U01184,active_engager,2026-04-20 01:44:16,2026-04-20 02:20:16,36,boredom,False
S0000673,U04007,active_engager,2025-02-24 23:51:23,2025-02-25 00:08:23,17,interruption,False
S0000674,U03359,active_engager,2025-04-28 19:43:07,2025-04-28 20:28:07,45,goal_completed,False
S0000675,U00114,binge_user,2025-02-10 13:49:09,2025-02-10 15:05:09,76,boredom,False
S0000676,U03963,passive_scroller,2025-08-09 22:27:35,2025-08-09 22:29:35,2,interruption,True
S0000677,U01640,binge_user,2025-05-05 21:35:27,2025-05-05 22:49:27,74,interruption,False
S0000678,U03821,binge_user,2025-08-30 01:04:34,2025-08-30 01:55:34,51,interruption,True
S0000679,U03833,trend_hopper,2025-12-06 19:40:26,2025-12-06 20:08:26,28,goal_completed,True
S0000680,U00582,passive_scroller,2025-09-17 19:06:30,2025-09-17 19:09:30,3,interruption,False
S0000681,U00574,trend_hopper,2026-03-03 22:34:49,2026-03-03 22:59:49,25,goal_completed,False
S0000682,U01913,active_engager,2026-01-04 21:18:09,2026-01-04 22:03:09,45,fatigue,True
S0000683,U04641,passive_scroller,2025-09-22 22:39:38,2025-09-22 22:43:38,4,interruption,False
S0000684,U02549,passive_scroller,2025-11-17 22:26:43,2025-11-17 22:35:43,9,fatigue,False
S0000685,U03264,trend_hopper,2025-11-05 22:49:12,2025-11-05 22:59:12,10,goal_completed,False
S0000686,U00831,binge_user,2025-08-22 23:57:45,2025-08-23 00:29:45,32,boredom,False
S0000687,U01214,passive_scroller,2025-07-20 09:37:31,2025-07-20 09:55:31,18,boredom,True
S0000688,U02243,trend_hopper,2025-03-19 23:39:59,2025-03-19 23:53:59,14,boredom,False
S0000689,U04059,binge_user,2025-05-22 23:10:19,2025-05-23 01:00:19,110,interruption,False
S0000690,U04037,active_engager,2025-12-06 00:03:49,2025-12-06 00:27:49,24,goal_completed,True
S0000691,U03322,trend_hopper,2025-10-18 12:31:52,2025-10-18 12:40:52,9,interruption,True
S0000692,U01817,binge_user,2025-07-23 13:50:11,2025-07-23 14:37:11,47,fatigue,False
S0000693,U01911,active_engager,2025-10-23 21:25:00,2025-10-23 21:46:00,21,interruption,False
S0000694,U00798,active_engager,2025-12-14 00:34:58,2025-12-14 00:48:58,14,goal_completed,True
S0000695,U04658,passive_scroller,2025-05-06 22:07:26,2025-05-06 22:21:26,14,fatigue,False
S0000696,U03563,active_engager,2025-04-11 19:34:36,2025-04-11 19:53:36,19,fatigue,False
S0000697,U02377,trend_hopper,2025-11-02 00:20:05,2025-11-02 00:38:05,18,goal_completed,True
S0000698,U04006,active_engager,2025-10-05 23:45:24,2025-10-06 00:15:24,30,goal_completed,True
S0000699,U04887,active_engager,2026-04-10 22:07:56,2026-04-10 22:21:56,14,goal_completed,False
S0000700,U00480,trend_hopper,2025-05-27 00:30:32,2025-05-27 00:48:32,18,goal_completed,False
S0000701,U01822,active_engager,2026-03-19 23:20:58,2026-03-20 00:02:58,42,goal_completed,False
S0000702,U00107,binge_user,2025-09-28 18:30:21,2025-09-28 19:32:21,62,boredom,True
S0000703,U01755,binge_user,2025-05-20 13:03:02,2025-05-20 14:14:02,71,goal_completed,False
S0000704,U03168,active_engager,2026-04-07 18:48:53,2026-04-07 19:05:53,17,interruption,False
S0000705,U02153,trend_hopper,2025-07-09 13:13:09,2025-07-09 13:32:09,19,goal_completed,False
S0000706,U04872,trend_hopper,2025-07-21 21:34:25,2025-07-21 21:40:25,6,goal_completed,False
S0000707,U04833,trend_hopper,2025-01-07 12:48:38,2025-01-07 13:04:38,16,boredom,False
S0000708,U01203,trend_hopper,2025-01-05 20:45:49,2025-01-05 20:57:49,12,boredom,True
S0000709,U04826,binge_user,2025-01-12 23:22:04,2025-01-13 01:35:04,133,interruption,True
S0000710,U00193,passive_scroller,2026-04-16 22:06:29,2026-04-16 22:18:29,12,interruption,False
S0000711,U01198,passive_scroller,2025-03-11 20:38:44,2025-03-11 20:52:44,14,goal_completed,False
S0000712,U03579,binge_user,2026-02-27 00:21:05,2026-02-27 01:26:05,65,interruption,False
S0000713,U02956,passive_scroller,2025-07-31 22:32:54,2025-07-31 22:43:54,11,goal_completed,False
S0000714,U01442,binge_user,2025-12-02 18:26:54,2025-12-02 19:45:54,79,goal_completed,False
S0000715,U04976,passive_scroller,2026-03-05 22:41:57,2026-03-05 22:56:57,15,goal_completed,False
S0000716,U01328,binge_user,2025-11-29 00:14:58,2025-11-29 01:15:58,61,goal_completed,True
S0000717,U01751,passive_scroller,2026-03-26 21:16:19,2026-03-26 21:25:19,9,interruption,False
S0000718,U01846,binge_user,2026-04-13 22:06:41,2026-04-13 23:23:41,77,boredom,False
S0000719,U01774,trend_hopper,2026-01-11 20:46:14,2026-01-11 21:08:14,22,boredom,True
S0000720,U03123,binge_user,2025-03-11 18:12:49,2025-03-11 20:06:49,114,fatigue,False
S0000721,U03313,active_engager,2025-06-29 19:55:19,2025-06-29 20:47:19,52,interruption,True
S0000722,U00764,binge_user,2026-01-10 08:40:34,2026-01-10 10:05:34,85,fatigue,True
S0000723,U02554,active_engager,2025-07-27 19:27:43,2025-07-27 20:07:43,40,boredom,True
S0000724,U01627,passive_scroller,2025-02-15 20:48:24,2025-02-15 20:55:24,7,goal_completed,True
S0000725,U03257,passive_scroller,2025-05-30 23:13:12,2025-05-30 23:28:12,15,boredom,False
S0000726,U04748,binge_user,2025-04-03 22:25:29,2025-04-03 23:27:29,62,goal_completed,False
S0000727,U01839,passive_scroller,2025-03-08 13:46:19,2025-03-08 14:00:19,14,boredom,True
S0000728,U02653,passive_scroller,2025-05-09 20:41:30,2025-05-09 20:55:30,14,boredom,False
S0000729,U01904,passive_scroller,2025-02-13 22:41:56,2025-02-13 22:46:56,5,boredom,False
S0000730,U00472,binge_user,2026-01-25 21:17:02,2026-01-25 23:27:02,130,boredom,True
S0000731,U00360,binge_user,2025-01-28 21:43:40,2025-01-28 22:34:40,51,fatigue,False
S0000732,U02128,binge_user,2026-03-16 20:03:14,2026-03-16 20:50:14,47,boredom,False
S0000733,U04371,binge_user,2025-12-20 13:51:56,2025-12-20 15:57:56,126,interruption,True
S0000734,U04793,passive_scroller,2025-09-03 22:42:36,2025-09-03 22:51:36,9,goal_completed,False
S0000735,U02156,active_engager,2025-01-14 13:52:21,2025-01-14 14:26:21,34,interruption,False
S0000736,U04938,passive_scroller,2025-04-27 21:18:26,2025-04-27 21:21:26,3,interruption,True
S0000737,U01106,active_engager,2025-01-26 18:29:10,2025-01-26 18:49:10,20,boredom,True
S0000738,U04111,passive_scroller,2026-01-29 21:20:46,2026-01-29 21:30:46,10,goal_completed,False
S0000739,U03225,active_engager,2025-08-02 20:42:13,2025-08-02 21:19:13,37,boredom,True
S0000740,U00900,trend_hopper,2025-06-14 13:59:58,2025-06-14 14:27:58,28,fatigue,True
S0000741,U00175,passive_scroller,2025-10-15 19:45:59,2025-10-15 19:53:59,8,interruption,False
S0000742,U02216,trend_hopper,2025-10-22 00:41:36,2025-10-22 00:57:36,16,goal_completed,False
S0000743,U04815,trend_hopper,2025-12-24 23:09:50,2025-12-24 23:22:50,13,boredom,False
S0000744,U01454,trend_hopper,2026-01-01 01:56:35,2026-01-01 02:02:35,6,boredom,False
S0000745,U04260,active_engager,2025-09-21 23:08:18,2025-09-21 23:33:18,25,fatigue,True
S0000746,U03158,active_engager,2025-10-12 22:10:02,2025-10-12 22:55:02,45,fatigue,True
S0000747,U01270,passive_scroller,2026-03-31 20:21:05,2026-03-31 20:31:05,10,interruption,False
S0000748,U03062,trend_hopper,2025-04-22 21:09:36,2025-04-22 21:26:36,17,goal_completed,False
S0000749,U00025,passive_scroller,2025-03-28 08:50:21,2025-03-28 08:59:21,9,boredom,False
S0000750,U04187,trend_hopper,2025-11-28 21:07:24,2025-11-28 21:23:24,16,interruption,False
S0000751,U02099,binge_user,2025-03-22 23:21:54,2025-03-23 00:22:54,61,goal_completed,True
S0000752,U02594,binge_user,2025-03-18 19:10:06,2025-03-18 19:53:06,43,interruption,False
S0000753,U02214,trend_hopper,2025-10-04 18:15:47,2025-10-04 18:37:47,22,goal_completed,True
S0000754,U04063,active_engager,2025-08-15 12:24:52,2025-08-15 12:59:52,35,boredom,False
S0000755,U01807,active_engager,2026-02-19 21:32:21,2026-02-19 22:06:21,34,interruption,False
S0000756,U00740,binge_user,2025-12-28 00:57:07,2025-12-28 02:58:07,121,fatigue,True
S0000757,U03620,active_engager,2025-01-27 08:20:53,2025-01-27 09:05:53,45,interruption,False
S0000758,U02676,trend_hopper,2026-01-30 23:22:52,2026-01-30 23:37:52,15,interruption,False
S0000759,U01824,binge_user,2026-04-15 01:45:14,2026-04-15 02:41:14,56,boredom,False
S0000760,U04902,active_engager,2025-08-02 21:43:28,2025-08-02 21:55:28,12,fatigue,True
S0000761,U03210,passive_scroller,2025-06-20 00:27:52,2025-06-20 00:30:52,3,goal_completed,False
S0000762,U00197,passive_scroller,2025-06-10 00:51:28,2025-06-10 01:06:28,15,fatigue,False
S0000763,U04882,binge_user,2026-02-02 09:46:15,2026-02-02 10:35:15,49,boredom,False
S0000764,U00821,trend_hopper,2026-02-16 09:55:17,2026-02-16 10:02:17,7,interruption,False
S0000765,U04915,trend_hopper,2025-07-28 23:05:44,2025-07-28 23:28:44,23,goal_completed,False
S0000766,U01807,active_engager,2025-06-02 21:18:08,2025-06-02 22:02:08,44,boredom,False
S0000767,U00200,binge_user,2025-03-12 20:00:03,2025-03-12 21:55:03,115,boredom,False
S0000768,U02230,binge_user,2025-09-26 20:30:51,2025-09-26 22:22:51,112,goal_completed,False
S0000769,U01256,passive_scroller,2025-04-30 21:24:39,2025-04-30 21:34:39,10,goal_completed,False
S0000770,U00911,passive_scroller,2025-04-08 23:37:07,2025-04-08 23:39:07,2,goal_completed,False
S0000771,U00430,active_engager,2026-04-19 19:55:51,2026-04-19 20:22:51,27,boredom,True
S0000772,U04913,binge_user,2025-04-02 22:54:38,2025-04-02 23:47:38,53,goal_completed,False
S0000773,U04166,passive_scroller,2025-09-07 23:03:14,2025-09-07 23:19:14,16,boredom,True
S0000774,U04073,binge_user,2025-03-15 01:05:08,2025-03-15 01:54:08,49,interruption,True
S0000775,U00484,passive_scroller,2025-05-19 22:21:53,2025-05-19 22:35:53,14,boredom,False
S0000776,U02815,passive_scroller,2026-04-18 01:40:33,2026-04-18 01:50:33,10,interruption,True
S0000777,U01479,active_engager,2025-09-10 00:10:53,2025-09-10 00:26:53,16,interruption,False
S0000778,U03562,trend_hopper,2026-01-30 22:37:06,2026-01-30 22:52:06,15,interruption,False
S0000779,U02514,passive_scroller,2025-05-04 22:15:18,2025-05-04 22:17:18,2,interruption,True
S0000780,U03827,active_engager,2026-01-30 18:19:54,2026-01-30 18:53:54,34,boredom,False
S0000781,U04045,trend_hopper,2026-04-20 22:01:34,2026-04-20 22:21:34,20,fatigue,False
S0000782,U00771,binge_user,2025-09-03 23:48:44,2025-09-04 00:53:44,65,fatigue,False
S0000783,U04721,binge_user,2026-03-25 22:08:32,2026-03-25 22:41:32,33,interruption,False
S0000784,U00986,trend_hopper,2025-04-14 00:00:30,2025-04-14 00:07:30,7,interruption,False
S0000785,U01573,binge_user,2025-05-29 20:27:07,2025-05-29 21:53:07,86,goal_completed,False
S0000786,U03605,passive_scroller,2025-10-12 00:04:03,2025-10-12 00:19:03,15,interruption,True
S0000787,U04264,passive_scroller,2025-01-25 13:29:11,2025-01-25 13:33:11,4,goal_completed,True
S0000788,U00950,active_engager,2025-08-03 00:46:44,2025-08-03 01:08:44,22,boredom,True
S0000789,U04698,active_engager,2026-01-08 21:35:35,2026-01-08 22:08:35,33,goal_completed,False
S0000790,U02557,active_engager,2025-01-21 01:13:50,2025-01-21 01:38:50,25,boredom,False
S0000791,U03887,binge_user,2026-02-19 21:09:59,2026-02-19 22:52:59,103,boredom,False
S0000792,U03893,trend_hopper,2025-12-12 22:19:08,2025-12-12 22:32:08,13,goal_completed,False
S0000793,U00850,trend_hopper,2025-08-22 21:36:55,2025-08-22 21:52:55,16,boredom,False
S0000794,U01142,binge_user,2026-02-10 13:06:43,2026-02-10 13:40:43,34,fatigue,False
S0000795,U01892,passive_scroller,2026-02-03 13:46:10,2026-02-03 13:58:10,12,boredom,False
S0000796,U04059,binge_user,2025-03-12 23:37:11,2025-03-13 01:00:11,83,fatigue,False
S0000797,U01155,trend_hopper,2025-12-28 22:06:02,2025-12-28 22:28:02,22,goal_completed,True
S0000798,U04495,trend_hopper,2025-09-20 20:53:33,2025-09-20 21:17:33,24,fatigue,True
S0000799,U02278,active_engager,2025-09-06 18:53:47,2025-09-06 19:35:47,42,interruption,True
S0000800,U00343,active_engager,2025-11-28 21:56:05,2025-11-28 22:41:05,45,boredom,False
S0000801,U00721,binge_user,2025-11-16 22:37:48,2025-11-17 00:51:48,134,fatigue,True
S0000802,U04345,passive_scroller,2025-07-31 20:53:02,2025-07-31 20:57:02,4,fatigue,False
S0000803,U03294,binge_user,2025-10-22 21:04:29,2025-10-22 22:48:29,104,fatigue,False
S0000804,U02389,active_engager,2025-08-01 22:01:19,2025-08-01 22:19:19,18,interruption,False
S0000805,U04307,active_engager,2026-01-25 01:15:52,2026-01-25 01:45:52,30,goal_completed,True
S0000806,U03752,trend_hopper,2025-10-19 18:20:03,2025-10-19 18:34:03,14,fatigue,True
S0000807,U04002,active_engager,2025-08-27 00:38:21,2025-08-27 00:56:21,18,boredom,False
S0000808,U03129,passive_scroller,2025-12-30 13:47:42,2025-12-30 13:57:42,10,interruption,False
S0000809,U01727,trend_hopper,2026-01-20 20:29:22,2026-01-20 20:43:22,14,fatigue,False
S0000810,U02839,trend_hopper,2026-02-17 18:52:06,2026-02-17 19:06:06,14,interruption,False
S0000811,U02493,passive_scroller,2025-10-21 01:11:57,2025-10-21 01:22:57,11,boredom,False
S0000812,U00019,passive_scroller,2026-01-17 00:40:53,2026-01-17 00:55:53,15,fatigue,True
S0000813,U04459,passive_scroller,2025-06-16 20:35:23,2025-06-16 20:42:23,7,fatigue,False
S0000814,U04550,passive_scroller,2025-01-19 12:12:50,2025-01-19 12:14:50,2,goal_completed,True
S0000815,U02843,passive_scroller,2025-09-18 13:58:30,2025-09-18 14:00:30,2,fatigue,False
S0000816,U00108,active_engager,2025-05-16 21:26:54,2025-05-16 21:50:54,24,fatigue,False
S0000817,U00026,trend_hopper,2025-12-29 13:27:11,2025-12-29 13:43:11,16,boredom,False
S0000818,U00949,trend_hopper,2025-12-08 23:24:48,2025-12-08 23:34:48,10,boredom,False
S0000819,U04004,binge_user,2026-03-17 20:27:07,2026-03-17 22:11:07,104,interruption,False
S0000820,U00683,binge_user,2026-03-03 22:20:27,2026-03-04 00:06:27,106,goal_completed,False
S0000821,U01787,binge_user,2025-08-23 23:10:28,2025-08-24 01:08:28,118,fatigue,True
S0000822,U02829,binge_user,2025-04-19 23:56:08,2025-04-20 01:54:08,118,goal_completed,True
S0000823,U01721,binge_user,2025-09-27 22:43:49,2025-09-28 00:58:49,135,interruption,True
S0000824,U03842,passive_scroller,2025-09-08 01:51:16,2025-09-08 01:57:16,6,boredom,False
S0000825,U02377,trend_hopper,2025-02-05 08:56:47,2025-02-05 09:18:47,22,fatigue,False
S0000826,U00089,passive_scroller,2025-08-19 21:09:18,2025-08-19 21:17:18,8,fatigue,False
S0000827,U01527,trend_hopper,2025-10-27 20:01:55,2025-10-27 20:22:55,21,boredom,False
S0000828,U03103,binge_user,2025-05-21 22:30:49,2025-05-21 23:22:49,52,boredom,False
S0000829,U01794,trend_hopper,2026-04-17 21:47:56,2026-04-17 22:04:56,17,fatigue,False
S0000830,U04371,binge_user,2025-02-23 21:46:05,2025-02-23 23:00:05,74,goal_completed,True
S0000831,U01770,trend_hopper,2025-08-16 00:09:44,2025-08-16 00:17:44,8,fatigue,True
S0000832,U00074,binge_user,2025-01-21 20:26:33,2025-01-21 21:36:33,70,goal_completed,False
S0000833,U01115,trend_hopper,2025-02-10 20:48:40,2025-02-10 21:08:40,20,goal_completed,False
S0000834,U03115,active_engager,2025-05-30 12:24:16,2025-05-30 13:06:16,42,boredom,False
S0000835,U00154,active_engager,2025-12-27 21:48:20,2025-12-27 22:07:20,19,fatigue,True
S0000836,U02467,binge_user,2025-01-01 13:35:13,2025-01-01 14:32:13,57,interruption,False
S0000837,U04500,active_engager,2026-04-09 22:50:11,2026-04-09 23:00:11,10,goal_completed,False
S0000838,U02842,trend_hopper,2025-02-25 19:58:35,2025-02-25 20:16:35,18,boredom,False
S0000839,U03643,active_engager,2025-05-03 22:14:45,2025-05-03 23:08:45,54,interruption,True
S0000840,U01756,binge_user,2025-12-06 20:28:18,2025-12-06 21:38:18,70,goal_completed,True
S0000841,U00919,binge_user,2025-08-15 22:53:01,2025-08-16 00:11:01,78,goal_completed,False
S0000842,U01648,passive_scroller,2025-09-14 00:22:58,2025-09-14 00:24:58,2,interruption,True
S0000843,U03039,passive_scroller,2025-09-03 00:48:25,2025-09-03 00:52:25,4,boredom,False
S0000844,U01734,trend_hopper,2026-02-05 21:39:07,2026-02-05 21:51:07,12,interruption,False
S0000845,U03411,trend_hopper,2026-03-31 18:46:28,2026-03-31 19:04:28,18,interruption,False
S0000846,U03128,trend_hopper,2025-11-04 01:57:09,2025-11-04 02:17:09,20,interruption,False
S0000847,U04146,active_engager,2026-02-09 21:27:17,2026-02-09 21:43:17,16,goal_completed,False
S0000848,U03237,trend_hopper,2025-12-11 18:34:58,2025-12-11 18:51:58,17,boredom,False
S0000849,U03090,passive_scroller,2025-05-27 22:12:21,2025-05-27 22:18:21,6,goal_completed,False
S0000850,U00251,passive_scroller,2025-05-10 23:16:01,2025-05-10 23:29:01,13,interruption,True
S0000851,U03209,passive_scroller,2025-07-08 19:37:19,2025-07-08 19:44:19,7,boredom,False
S0000852,U00007,trend_hopper,2025-11-11 20:38:02,2025-11-11 20:46:02,8,interruption,False
S0000853,U02030,active_engager,2025-12-09 21:36:50,2025-12-09 21:53:50,17,interruption,False
S0000854,U00118,active_engager,2025-05-10 21:35:34,2025-05-10 21:57:34,22,interruption,True
S0000855,U03981,trend_hopper,2025-08-06 01:38:50,2025-08-06 01:56:50,18,fatigue,False
S0000856,U03395,active_engager,2025-04-20 19:57:35,2025-04-20 20:45:35,48,fatigue,True
S0000857,U04026,passive_scroller,2025-03-14 22:40:04,2025-03-14 22:44:04,4,fatigue,False
S0000858,U02484,active_engager,2025-07-20 22:09:50,2025-07-20 22:46:50,37,interruption,True
S0000859,U00656,trend_hopper,2025-12-25 12:15:31,2025-12-25 12:33:31,18,boredom,False
