user_id,username,country,age,persona,signup_date,binge_tendency,engagement_rate,favorite_categories
U01016,apruitt,Romania,37,active_engager,2025-05-12,0.52,0.28,"finance,fitness,tech"
U01017,rachelspencer,Albania,23,passive_scroller,2025-01-20,0.25,0.02,"food,memes,gaming"
U01018,jamie94,Martinique,42,active_engager,2026-01-06,0.56,0.3,"music,anime,sports"
U01019,jonesjason,Spain,40,trend_hopper,2025-07-02,0.34,0.08,"tech,anime,music"
U01020,rebeccavaughn,Malta,24,binge_user,2026-02-13,0.82,0.11,"tech,gaming,fitness"
U01021,wilsonnicole,British Virgin Islands,42,active_engager,2025-04-09,0.48,0.19,"music,anime,tech"
U01022,sandra38,Djibouti,27,binge_user,2026-02-13,0.79,0.09,"food,gaming,music"
U01023,michaelaguirre,Malta,45,trend_hopper,2026-03-21,0.32,0.11,"finance,tech,fitness"
U01024,hwilliams,Kiribati,32,trend_hopper,2026-01-26,0.39,0.09,"finance,tech,memes"
U01025,dharrison,Congo,22,active_engager,2025-12-05,0.68,0.21,"memes,finance,fitness"
U01026,rebecca88,Timor-Leste,26,active_engager,2025-10-15,0.64,0.29,"finance,gaming,tech"
U01027,smithsean,Moldova,30,active_engager,2025-05-05,0.67,0.3,"food,memes,sports"
U01028,crogers,Tanzania,33,active_engager,2026-04-20,0.55,0.24,"music,memes,tech"
U01029,curtiscurtis,French Southern Territories,41,trend_hopper,2026-04-29,0.39,0.1,"gaming,fitness,sports"
U01030,aimee14,Netherlands Antilles,43,trend_hopper,2025-05-15,0.35,0.06,"memes,music,sports"
U01031,michelle09,Brunei Darussalam,26,passive_scroller,2025-04-28,0.15,0.02,"finance,food,music"
U01032,kenneth58,Guinea,34,binge_user,2025-11-20,0.91,0.08,"tech,finance,anime"
U01033,medinajamie,Botswana,26,binge_user,2025-02-26,0.95,0.08,"music,tech,fitness"
U01034,frenchkelsey,Germany,24,active_engager,2025-04-07,0.47,0.17,"gaming,tech,sports"
U01035,thomasporter,Kazakhstan,44,passive_scroller,2025-06-05,0.11,0.02,"anime,memes,food"
U01036,loganamanda,Mongolia,36,trend_hopper,2025-01-28,0.34,0.07,"tech,food,memes"
U01037,mendezjessica,United States Minor Outlying Islands,22,passive_scroller,2025-06-18,0.15,0.01,"memes,anime,tech"
U01038,lburke,Antigua and Barbuda,28,trend_hopper,2026-04-05,0.35,0.05,"sports,finance,memes"
U01039,schultzwesley,Antigua and Barbuda,24,trend_hopper,2025-06-01,0.34,0.07,"tech,finance,gaming"
U01040,lambertmelissa,Uganda,44,binge_user,2025-08-04,0.83,0.09,"finance,memes,fitness"
U01041,beckdaniel,Congo,42,binge_user,2026-02-08,0.94,0.14,"anime,gaming,music"
U01042,irwinkathryn,Cuba,24,active_engager,2026-01-17,0.58,0.34,"memes,fitness,sports"
U01043,mackfelicia,Antigua and Barbuda,23,active_engager,2025-11-27,0.65,0.23,"finance,food,anime"
U01044,gibsongregory,Korea,43,trend_hopper,2025-12-13,0.47,0.05,"tech,food,memes"
U01045,mdavid,Bhutan,37,binge_user,2025-04-24,0.8,0.12,"gaming,anime,sports"
U01046,david30,French Southern Territories,32,binge_user,2025-11-12,0.71,0.1,"sports,tech,gaming"
U01047,omarwalsh,Thailand,35,binge_user,2025-02-23,0.87,0.12,"sports,music,gaming"
U01048,juangonzales,Sri Lanka,32,active_engager,2025-11-19,0.67,0.24,"finance,anime,gaming"
U01049,kmeyer,French Southern Territories,21,trend_hopper,2025-11-24,0.6,0.12,"memes,anime,finance"
U01050,gclark,Central African Republic,39,trend_hopper,2025-04-23,0.32,0.07,"music,sports,fitness"
U01051,orodriguez,Mali,33,passive_scroller,2025-08-29,0.4,0.04,"memes,tech,sports"
U01052,lewisjohn,Botswana,33,trend_hopper,2025-11-22,0.56,0.1,"tech,music,memes"
U01053,imichael,Jordan,24,trend_hopper,2025-12-06,0.33,0.08,"finance,tech,music"
U01054,shelly55,Malawi,20,trend_hopper,2026-02-06,0.47,0.08,"anime,sports,fitness"
U01055,teresa87,India,21,passive_scroller,2025-05-06,0.38,0.03,"food,tech,music"
U01056,richard80,Lithuania,24,active_engager,2025-07-28,0.62,0.3,"finance,gaming,music"
U01057,tanya48,Micronesia,29,trend_hopper,2025-11-08,0.54,0.07,"tech,sports,finance"
U01058,joshuahuff,Hungary,30,trend_hopper,2025-12-19,0.4,0.07,"memes,gaming,food"
U01059,brendagilbert,Latvia,20,binge_user,2025-01-16,0.96,0.11,"tech,gaming,anime"
U01060,dixonemily,Djibouti,42,binge_user,2026-01-06,0.93,0.05,"food,memes,anime"
U01061,sfinley,Monaco,37,passive_scroller,2025-05-20,0.4,0.04,"tech,gaming,finance"
U01062,matthew28,Somalia,24,passive_scroller,2026-03-30,0.18,0.05,"anime,finance,fitness"
U01063,jessica94,Bhutan,26,active_engager,2025-05-20,0.64,0.25,"sports,music,tech"
U01064,arogers,Qatar,36,passive_scroller,2025-03-23,0.21,0.04,"anime,sports,tech"
U01065,joycewheeler,Denmark,31,trend_hopper,2026-01-10,0.37,0.1,"tech,finance,food"
U01066,laura04,Namibia,36,active_engager,2025-04-14,0.54,0.29,"sports,food,fitness"
U01067,lhammond,France,40,active_engager,2026-04-03,0.63,0.24,"memes,gaming,music"
U01068,xstone,Bolivia,45,trend_hopper,2025-01-17,0.41,0.08,"anime,finance,music"
U01069,brandysexton,Comoros,43,binge_user,2026-03-23,0.72,0.06,"memes,tech,music"
U01070,wrightmichael,Timor-Leste,20,passive_scroller,2026-02-20,0.19,0.03,"music,sports,tech"
U01071,clarkbrad,Greenland,45,binge_user,2025-11-19,0.82,0.1,"anime,food,memes"
U01072,claudiacole,Solomon Islands,44,binge_user,2026-03-23,0.73,0.06,"gaming,music,food"
U01073,steven14,Turkmenistan,22,binge_user,2025-12-19,0.97,0.09,"memes,anime,gaming"
U01074,marshallcarol,Cameroon,28,trend_hopper,2025-06-19,0.47,0.1,"anime,gaming,memes"
U01075,katherine29,Tanzania,28,passive_scroller,2026-02-17,0.39,0.01,"music,sports,tech"
U01076,kendra33,Romania,22,passive_scroller,2025-12-18,0.39,0.04,"memes,finance,gaming"
U01077,nduke,United Kingdom,40,passive_scroller,2026-03-11,0.15,0.03,"anime,music,tech"
U01078,briannaandrade,Libyan Arab Jamahiriya,22,active_engager,2025-04-23,0.69,0.2,"fitness,sports,finance"
U01079,stewartrobin,Jordan,33,active_engager,2025-06-29,0.65,0.23,"food,gaming,music"
U01080,rachael47,Sao Tome and Principe,19,active_engager,2026-01-13,0.68,0.18,"finance,tech,food"
U01081,dickersonheather,Greenland,32,binge_user,2026-02-26,0.94,0.12,"finance,memes,anime"
U01082,ronaldcox,Bulgaria,40,passive_scroller,2025-10-05,0.32,0.04,"music,food,gaming"
U01083,susan15,Spain,18,binge_user,2025-04-26,0.94,0.14,"gaming,memes,fitness"
U01084,ricky76,Singapore,38,passive_scroller,2026-01-18,0.11,0.02,"gaming,anime,fitness"
U01085,rowejames,Ukraine,38,passive_scroller,2025-06-25,0.26,0.04,"gaming,memes,fitness"
U01086,joy29,Sweden,30,active_engager,2026-02-27,0.55,0.3,"sports,finance,tech"
U01087,zluna,Andorra,24,trend_hopper,2025-05-30,0.38,0.09,"fitness,food,sports"
U01088,melissa73,Japan,27,trend_hopper,2025-10-27,0.34,0.08,"memes,finance,food"
U01089,frostmark,Norfolk Island,41,trend_hopper,2025-10-21,0.45,0.06,"food,gaming,anime"
U01090,williamhall,Benin,37,binge_user,2025-03-03,0.93,0.07,"memes,fitness,sports"
U01091,mistycannon,Chad,23,active_engager,2026-01-30,0.64,0.31,"anime,music,food"
U01092,clarkshawn,Grenada,31,passive_scroller,2025-11-01,0.22,0.01,"food,memes,sports"
U01093,mccoywendy,Singapore,30,active_engager,2026-05-01,0.64,0.28,"finance,gaming,food"
U01094,ctaylor,Cameroon,26,binge_user,2025-11-28,0.72,0.08,"food,sports,fitness"
U01095,bryantdeborah,Hungary,33,passive_scroller,2025-10-25,0.14,0.04,"anime,gaming,music"
U01096,anthonyroth,Bahamas,25,active_engager,2025-09-01,0.57,0.29,"tech,anime,food"
U01097,johnmoore,Vietnam,19,active_engager,2025-02-04,0.51,0.2,"fitness,sports,gaming"
U01098,wagnergregory,Vanuatu,31,active_engager,2026-01-28,0.65,0.16,"gaming,fitness,memes"
U01099,scottmark,Costa Rica,32,binge_user,2026-03-03,0.77,0.13,"anime,food,memes"
U01100,autumn80,Russian Federation,25,active_engager,2025-08-21,0.62,0.16,"finance,food,memes"
U01101,ronald01,Niue,42,active_engager,2025-10-21,0.58,0.28,"food,finance,tech"
U01102,jturner,Uganda,18,trend_hopper,2025-11-09,0.4,0.06,"music,gaming,tech"
U01103,freemanruben,Malawi,21,active_engager,2025-01-20,0.48,0.26,"finance,memes,food"
U01104,diana71,Nicaragua,44,binge_user,2025-04-30,0.87,0.12,"music,gaming,anime"
U01105,tryan,Venezuela,29,active_engager,2025-11-23,0.44,0.21,"tech,sports,food"
U01106,wflores,United States of America,19,active_engager,2025-04-17,0.59,0.27,"memes,music,finance"
U01107,nicholasthompson,North Macedonia,26,trend_hopper,2025-04-03,0.4,0.06,"anime,sports,finance"
U01108,staceylewis,Austria,27,trend_hopper,2025-03-31,0.42,0.06,"anime,music,food"
U01109,seanowens,Madagascar,23,active_engager,2026-01-13,0.56,0.31,"food,gaming,finance"
U01110,lnguyen,Cook Islands,30,binge_user,2026-03-21,0.75,0.12,"gaming,fitness,food"
U01111,ryanjames,Japan,22,passive_scroller,2025-12-01,0.23,0.03,"memes,gaming,tech"
U01112,erica02,Argentina,45,passive_scroller,2025-11-11,0.33,0.04,"finance,food,anime"
U01113,lauren05,Northern Mariana Islands,33,trend_hopper,2025-04-14,0.33,0.1,"tech,food,finance"
U01114,heather82,Rwanda,27,binge_user,2026-02-11,0.81,0.1,"sports,fitness,finance"
U01115,margaret09,Faroe Islands,25,trend_hopper,2025-10-03,0.34,0.06,"anime,music,memes"
U01116,iferguson,Trinidad and Tobago,37,passive_scroller,2025-03-09,0.2,0.04,"finance,anime,food"
U01117,vegajames,Greece,33,active_engager,2025-02-25,0.69,0.2,"tech,food,sports"
U01118,klopez,Morocco,29,trend_hopper,2026-03-12,0.6,0.08,"tech,fitness,food"
U01119,michael61,Ireland,29,binge_user,2025-10-09,0.73,0.06,"fitness,gaming,music"
U01120,qdominguez,Isle of Man,38,binge_user,2025-10-25,0.98,0.12,"memes,anime,food"
U01121,jenniferpayne,Guatemala,32,active_engager,2025-05-16,0.65,0.31,"finance,food,gaming"
U01122,mendozajennifer,Zimbabwe,32,binge_user,2025-01-12,0.94,0.08,"tech,gaming,memes"
U01123,williamrodriguez,Cocos (Keeling) Islands,45,trend_hopper,2025-02-23,0.48,0.07,"anime,music,fitness"
U01124,jay69,Kazakhstan,39,active_engager,2025-09-01,0.43,0.19,"finance,fitness,memes"
U01125,christopher26,Croatia,31,active_engager,2025-11-21,0.55,0.17,"finance,gaming,fitness"
U01126,ynunez,North Macedonia,44,active_engager,2025-10-25,0.56,0.21,"food,finance,music"
U01127,alexanderterry,Pakistan,31,active_engager,2025-10-09,0.57,0.17,"music,food,fitness"
U01128,bensonmichelle,Mexico,18,trend_hopper,2026-01-31,0.41,0.08,"anime,gaming,food"
U01129,pallen,South Africa,18,active_engager,2025-02-19,0.49,0.26,"anime,gaming,music"
U01130,nicole04,Burundi,20,active_engager,2025-01-27,0.68,0.33,"gaming,music,memes"
U01131,kreed,Bulgaria,31,trend_hopper,2026-01-02,0.59,0.07,"memes,fitness,gaming"
U01132,gomezleah,Spain,19,active_engager,2025-02-05,0.68,0.16,"finance,food,gaming"
U01133,uknight,Libyan Arab Jamahiriya,27,binge_user,2025-02-28,0.76,0.12,"music,tech,gaming"
U01134,jsmith,Martinique,43,active_engager,2025-06-15,0.47,0.28,"anime,memes,sports"
U01135,zcombs,Wallis and Futuna,26,binge_user,2025-03-13,0.93,0.13,"gaming,food,music"
U01136,owilliams,Greenland,27,trend_hopper,2025-01-22,0.54,0.1,"food,gaming,memes"
U01137,lance84,Greece,26,passive_scroller,2025-01-18,0.32,0.04,"fitness,tech,finance"
U01138,meaganmurillo,Fiji,19,active_engager,2025-01-10,0.56,0.22,"food,gaming,memes"
U01139,mayschristopher,Pitcairn Islands,31,trend_hopper,2026-03-07,0.54,0.09,"music,fitness,finance"
U01140,robinsoncrystal,Gabon,27,passive_scroller,2025-11-10,0.26,0.03,"sports,gaming,finance"
U01141,mgonzales,Malawi,26,passive_scroller,2025-08-17,0.36,0.02,"fitness,music,anime"
U01142,beverlygarcia,Pakistan,19,binge_user,2026-01-11,0.76,0.07,"anime,memes,finance"
U01143,jacob66,Bahamas,18,active_engager,2025-10-12,0.6,0.32,"finance,fitness,music"
U01144,butlercrystal,South Africa,26,trend_hopper,2026-04-30,0.5,0.07,"finance,fitness,memes"
U01145,flara,Bahrain,18,trend_hopper,2025-03-04,0.48,0.07,"fitness,finance,memes"
U01146,gvillanueva,Antigua and Barbuda,38,binge_user,2025-06-02,0.82,0.07,"food,fitness,memes"
U01147,djohnson,France,43,trend_hopper,2025-03-07,0.44,0.11,"fitness,gaming,food"
U01148,wrightjoseph,Sweden,39,active_engager,2025-08-24,0.44,0.23,"sports,food,anime"
U01149,qpatel,New Caledonia,30,binge_user,2025-01-10,0.98,0.13,"sports,food,music"
U01150,derrickcraig,United States Virgin Islands,29,trend_hopper,2025-08-11,0.58,0.07,"finance,anime,tech"
U01151,romerostephanie,Hong Kong,24,passive_scroller,2026-02-28,0.24,0.02,"tech,fitness,gaming"
U01152,qsnyder,Bhutan,18,passive_scroller,2025-01-02,0.22,0.03,"food,finance,anime"
U01153,robert84,Greenland,44,trend_hopper,2025-10-26,0.34,0.06,"sports,music,fitness"
U01154,jimmybrown,Faroe Islands,29,passive_scroller,2025-04-01,0.33,0.02,"memes,music,anime"
U01155,nskinner,Montenegro,30,trend_hopper,2025-02-12,0.46,0.12,"fitness,music,food"
U01156,larryhernandez,Heard Island and McDonald Islands,42,binge_user,2025-11-17,0.8,0.09,"sports,finance,music"
U01157,shelby87,Central African Republic,21,active_engager,2025-11-29,0.64,0.34,"memes,finance,gaming"
U01158,iparker,Western Sahara,24,trend_hopper,2026-03-14,0.4,0.1,"food,anime,tech"
U01159,devans,Ghana,44,passive_scroller,2025-01-23,0.12,0.05,"food,sports,tech"
U01160,garciaharold,Aruba,36,passive_scroller,2025-07-19,0.37,0.05,"sports,tech,food"
U01161,daniel40,Ethiopia,43,binge_user,2025-10-10,0.92,0.14,"memes,finance,sports"
U01162,philip89,Heard Island and McDonald Islands,39,trend_hopper,2025-10-11,0.49,0.09,"anime,sports,gaming"
U01163,duranmonique,Mauritius,33,passive_scroller,2026-04-07,0.16,0.02,"anime,music,sports"
U01164,hmckinney,France,33,passive_scroller,2026-02-14,0.17,0.04,"anime,sports,music"
U01165,parkerricky,Yemen,32,trend_hopper,2025-03-28,0.35,0.06,"finance,sports,food"
U01166,larry55,Cayman Islands,32,binge_user,2025-12-14,0.83,0.07,"anime,gaming,tech"
U01167,pgreen,Greece,27,active_engager,2025-10-03,0.55,0.33,"tech,finance,fitness"
U01168,margaret85,Morocco,23,binge_user,2025-05-11,0.83,0.09,"food,finance,gaming"
U01169,halelisa,Namibia,28,active_engager,2025-04-23,0.45,0.22,"anime,tech,fitness"
U01170,grayapril,Oman,35,trend_hopper,2026-04-08,0.52,0.09,"sports,finance,gaming"
U01171,xpham,Bulgaria,20,trend_hopper,2025-03-28,0.42,0.08,"food,fitness,anime"
U01172,jamiemarshall,American Samoa,26,trend_hopper,2026-03-16,0.41,0.07,"anime,memes,tech"
U01173,banderson,Samoa,20,trend_hopper,2025-10-25,0.49,0.09,"gaming,sports,finance"
U01174,hatfieldsharon,Cook Islands,34,binge_user,2025-03-21,0.99,0.13,"food,finance,music"
U01175,watkinsalexis,Ukraine,18,binge_user,2025-10-31,1.0,0.15,"gaming,finance,sports"
U01176,huntthomas,Mozambique,30,binge_user,2026-02-28,0.97,0.07,"gaming,food,sports"
U01177,klewis,Christmas Island,28,active_engager,2026-03-05,0.53,0.23,"gaming,sports,fitness"
U01178,uwhite,Equatorial Guinea,32,passive_scroller,2025-08-07,0.2,0.04,"fitness,music,sports"
U01179,jenna35,Montserrat,19,active_engager,2025-02-14,0.49,0.26,"anime,food,sports"
U01180,jason94,Costa Rica,37,trend_hopper,2026-03-11,0.58,0.09,"food,finance,fitness"
U01181,jwiley,Christmas Island,41,binge_user,2025-07-10,0.83,0.15,"music,tech,memes"
U01182,elizabethromero,Heard Island and McDonald Islands,29,passive_scroller,2025-02-22,0.33,0.03,"sports,finance,anime"
U01183,stephanie47,United Arab Emirates,22,passive_scroller,2025-05-01,0.16,0.02,"gaming,fitness,food"
U01184,vbrown,Venezuela,38,active_engager,2026-03-10,0.48,0.15,"finance,gaming,food"
U01185,charlesjones,Israel,44,active_engager,2026-02-19,0.66,0.28,"fitness,food,memes"
U01186,mark29,French Southern Territories,26,binge_user,2025-05-16,0.9,0.06,"fitness,food,sports"
U01187,michelle59,Finland,19,binge_user,2026-02-18,0.75,0.14,"food,finance,tech"
U01188,anatorres,Heard Island and McDonald Islands,34,trend_hopper,2025-07-07,0.55,0.06,"sports,anime,music"
U01189,lkennedy,Nigeria,35,passive_scroller,2025-08-23,0.19,0.05,"memes,fitness,food"
U01190,klinenatalie,Guernsey,21,binge_user,2026-01-07,0.85,0.11,"finance,food,sports"
U01191,angela32,Albania,37,active_engager,2025-01-13,0.43,0.19,"food,tech,anime"
U01192,baileybrandt,Nauru,28,trend_hopper,2026-02-13,0.46,0.11,"gaming,music,memes"
U01193,anthonyroach,Guam,29,binge_user,2025-02-17,0.87,0.12,"fitness,tech,anime"
U01194,ksparks,Oman,23,binge_user,2026-01-01,0.94,0.12,"anime,finance,memes"
U01195,michaelmarshall,Seychelles,33,trend_hopper,2026-01-16,0.55,0.08,"fitness,finance,music"
U01196,hgarcia,France,32,binge_user,2026-02-25,0.95,0.14,"memes,music,tech"
U01197,kevin04,Kyrgyz Republic,20,active_engager,2025-10-03,0.43,0.23,"food,gaming,tech"
U01198,karen25,United Arab Emirates,26,passive_scroller,2026-02-13,0.38,0.02,"sports,finance,memes"
U01199,cassiehicks,Sudan,35,active_engager,2025-03-25,0.55,0.19,"finance,memes,gaming"
U01200,kthomas,South Georgia and the South Sandwich Islands,22,active_engager,2025-09-16,0.51,0.26,"memes,music,finance"
U01201,stephen46,Armenia,18,trend_hopper,2026-04-13,0.57,0.09,"anime,food,music"
U01202,rstanley,Niger,42,binge_user,2025-10-28,0.96,0.07,"gaming,sports,anime"
U01203,joyrodriguez,Kiribati,23,trend_hopper,2025-04-11,0.5,0.09,"memes,music,tech"
U01204,stephanie16,Svalbard & Jan Mayen Islands,35,active_engager,2025-05-22,0.43,0.22,"music,anime,fitness"
U01205,mary52,Equatorial Guinea,19,active_engager,2025-03-21,0.66,0.15,"fitness,memes,music"
U01206,kendra05,Tokelau,39,binge_user,2025-10-28,0.9,0.1,"anime,gaming,fitness"
U01207,jeffrey42,Antigua and Barbuda,43,binge_user,2026-04-22,0.82,0.08,"food,gaming,memes"
U01208,patriciamorales,Central African Republic,40,active_engager,2025-05-03,0.48,0.16,"finance,tech,gaming"
U01209,courtneyromero,American Samoa,41,binge_user,2025-07-30,0.83,0.13,"gaming,tech,fitness"
U01210,jeffersonjessica,Algeria,22,active_engager,2025-12-23,0.55,0.17,"finance,tech,anime"
U01211,bradfordjesus,Libyan Arab Jamahiriya,36,binge_user,2025-12-22,0.78,0.08,"memes,sports,food"
U01212,eric53,Central African Republic,21,trend_hopper,2025-12-04,0.38,0.06,"finance,tech,music"
U01213,laurie02,Israel,36,passive_scroller,2026-01-29,0.19,0.03,"anime,finance,memes"
U01214,ramoserica,Saint Barthelemy,40,passive_scroller,2025-02-01,0.24,0.01,"tech,finance,food"
U01215,sheila83,Moldova,22,binge_user,2025-03-12,0.94,0.15,"anime,fitness,music"
U01216,brandonbrown,Seychelles,42,binge_user,2025-12-01,0.93,0.15,"gaming,tech,sports"
U01217,martinjohn,Guam,40,trend_hopper,2025-08-23,0.51,0.06,"sports,memes,fitness"
U01218,maria17,Cambodia,36,trend_hopper,2025-07-13,0.48,0.08,"music,tech,memes"
U01219,crystalpetersen,Tunisia,39,active_engager,2025-09-04,0.57,0.21,"anime,fitness,memes"
U01220,daniel64,Mongolia,38,trend_hopper,2025-10-07,0.59,0.09,"memes,finance,anime"
U01221,markking,Northern Mariana Islands,24,active_engager,2025-06-23,0.65,0.18,"fitness,memes,finance"
U01222,gturner,Saint Lucia,36,binge_user,2025-05-06,0.91,0.12,"food,memes,music"
U01223,sydneysmith,Norway,26,trend_hopper,2025-05-11,0.38,0.08,"anime,gaming,sports"
U01224,ritterkathy,Yemen,34,trend_hopper,2026-02-09,0.6,0.06,"anime,memes,fitness"
U01225,mbradford,Saudi Arabia,42,active_engager,2025-12-30,0.57,0.19,"tech,sports,finance"
U01226,zgalvan,Ireland,41,passive_scroller,2025-04-14,0.2,0.03,"memes,finance,sports"
U01227,croy,South Georgia and the South Sandwich Islands,22,trend_hopper,2025-11-22,0.31,0.09,"memes,sports,finance"
U01228,jordansuzanne,Cocos (Keeling) Islands,31,trend_hopper,2025-06-11,0.53,0.11,"finance,anime,memes"
U01229,hillvicki,Denmark,23,passive_scroller,2025-03-20,0.14,0.01,"food,anime,sports"
U01230,mathismargaret,Malta,23,trend_hopper,2025-09-05,0.42,0.11,"food,gaming,tech"
U01231,tinatownsend,Martinique,44,trend_hopper,2026-02-02,0.42,0.06,"music,food,memes"
U01232,watsonleonard,Libyan Arab Jamahiriya,27,active_engager,2025-11-25,0.51,0.33,"gaming,tech,anime"
U01233,allencharles,Congo,36,trend_hopper,2025-12-11,0.3,0.11,"gaming,finance,sports"
U01234,cwilkinson,Myanmar,39,active_engager,2025-12-31,0.54,0.26,"sports,finance,tech"
U01235,taylorjames,Niue,20,active_engager,2025-05-06,0.56,0.34,"anime,memes,gaming"
U01236,umartin,Denmark,36,passive_scroller,2025-12-05,0.25,0.04,"gaming,tech,sports"
U01237,suzanne97,Jordan,36,passive_scroller,2025-03-07,0.35,0.01,"fitness,food,gaming"
U01238,patrickdorsey,United States Minor Outlying Islands,38,passive_scroller,2025-09-07,0.23,0.04,"gaming,food,finance"
U01239,danderson,Pakistan,19,passive_scroller,2026-01-06,0.21,0.02,"music,gaming,sports"
U01240,adriennegibbs,Romania,42,passive_scroller,2026-03-24,0.14,0.01,"fitness,anime,tech"
U01241,loriharris,Nigeria,26,passive_scroller,2025-03-05,0.18,0.02,"sports,food,gaming"
U01242,staceysmith,Jersey,43,binge_user,2025-05-25,0.94,0.06,"music,memes,food"
U01243,davisjesse,Saint Martin,20,passive_scroller,2025-06-17,0.21,0.02,"anime,finance,fitness"
U01244,mayertroy,Taiwan,44,trend_hopper,2026-01-05,0.52,0.07,"gaming,memes,anime"
U01245,julie18,Belize,39,trend_hopper,2025-10-25,0.46,0.07,"sports,anime,finance"
U01246,qramirez,Guinea,36,active_engager,2025-05-29,0.51,0.22,"fitness,finance,sports"
U01247,morrowpaul,Cape Verde,28,passive_scroller,2025-09-14,0.18,0.01,"food,music,memes"
U01248,pgarcia,Liberia,31,trend_hopper,2025-08-23,0.33,0.07,"gaming,food,fitness"
U01249,michael59,Antarctica (the territory South of 60 deg S),42,binge_user,2025-12-02,0.73,0.11,"tech,anime,gaming"
U01250,amy90,Myanmar,40,trend_hopper,2026-01-01,0.43,0.07,"memes,sports,finance"
U01251,mitchell18,Holy See (Vatican City State),35,trend_hopper,2025-08-18,0.37,0.07,"sports,food,fitness"
U01252,leekim,Kuwait,40,active_engager,2026-02-11,0.65,0.18,"fitness,food,sports"
U01253,morrowryan,Israel,44,active_engager,2025-08-18,0.45,0.2,"anime,tech,gaming"
U01254,jillian49,Finland,18,trend_hopper,2025-01-17,0.32,0.1,"tech,gaming,anime"
U01255,gregorycohen,Spain,25,active_engager,2025-08-16,0.54,0.31,"tech,music,memes"
U01256,jennifer14,Northern Mariana Islands,25,passive_scroller,2025-03-14,0.2,0.03,"food,sports,finance"
U01257,icox,New Caledonia,29,binge_user,2025-01-27,0.79,0.11,"gaming,finance,fitness"
U01258,melissalee,Czech Republic,18,trend_hopper,2026-01-04,0.44,0.08,"sports,gaming,tech"
U01259,jbest,Guernsey,31,trend_hopper,2025-08-23,0.54,0.12,"food,sports,finance"
U01260,shawnboyd,Belgium,24,trend_hopper,2026-01-30,0.49,0.07,"fitness,music,gaming"
U01261,andrewwebb,Dominican Republic,31,trend_hopper,2025-01-18,0.44,0.08,"anime,tech,music"
U01262,qcortez,Belgium,40,binge_user,2025-12-07,0.76,0.08,"tech,food,gaming"
U01263,washingtonjessica,Cyprus,21,trend_hopper,2026-04-09,0.36,0.08,"anime,tech,memes"
U01264,joebrown,Zimbabwe,28,trend_hopper,2025-02-16,0.44,0.12,"music,finance,tech"
U01265,fanderson,Italy,35,passive_scroller,2025-06-29,0.25,0.03,"gaming,sports,fitness"
U01266,hermanvalerie,Croatia,22,trend_hopper,2025-04-03,0.33,0.09,"food,sports,anime"
U01267,susanmata,Myanmar,23,passive_scroller,2025-12-29,0.12,0.05,"gaming,memes,music"
U01268,xacosta,Norway,23,active_engager,2025-08-14,0.6,0.2,"music,sports,finance"
U01269,across,Palau,32,active_engager,2026-03-30,0.52,0.23,"music,tech,sports"
U01270,soliskyle,India,45,passive_scroller,2025-12-31,0.34,0.04,"tech,gaming,fitness"
U01271,susanray,Greenland,26,passive_scroller,2025-09-01,0.16,0.02,"music,memes,fitness"
U01272,walkersteven,Cyprus,26,trend_hopper,2025-06-05,0.37,0.12,"sports,music,tech"
U01273,zparks,Zambia,23,trend_hopper,2025-12-31,0.38,0.11,"memes,finance,food"
U01274,melendezcourtney,Tokelau,40,passive_scroller,2025-10-03,0.36,0.02,"fitness,anime,food"
U01275,ygarrison,French Guiana,23,active_engager,2026-03-23,0.66,0.26,"music,tech,finance"
U01276,zmorgan,Lao People's Democratic Republic,30,active_engager,2025-07-25,0.45,0.24,"tech,food,memes"
U01277,brianperez,Chad,31,passive_scroller,2025-01-30,0.16,0.01,"gaming,sports,anime"
U01278,emccarthy,Saint Vincent and the Grenadines,18,active_engager,2025-01-29,0.67,0.34,"fitness,sports,tech"
U01279,bboyd,Moldova,25,binge_user,2025-05-13,0.98,0.08,"gaming,finance,sports"
U01280,wrightjeffrey,Portugal,41,binge_user,2026-04-12,0.73,0.06,"tech,music,gaming"
U01281,yhunter,Palau,23,passive_scroller,2025-04-24,0.39,0.03,"music,tech,finance"
U01282,dmoreno,Cape Verde,40,trend_hopper,2025-01-18,0.6,0.12,"anime,memes,tech"
U01283,shane31,Ecuador,19,passive_scroller,2025-07-06,0.28,0.04,"fitness,sports,memes"
U01284,hstevens,Thailand,37,binge_user,2026-01-22,0.88,0.11,"music,sports,tech"
U01285,webershelia,Liberia,37,passive_scroller,2025-07-19,0.39,0.04,"sports,memes,tech"
U01286,jeffrey03,Antarctica (the territory South of 60 deg S),41,binge_user,2025-10-15,0.91,0.09,"memes,fitness,music"
U01287,robert71,Lao People's Democratic Republic,19,binge_user,2025-11-23,0.76,0.07,"fitness,anime,finance"
U01288,spittman,Germany,22,active_engager,2025-03-26,0.67,0.19,"memes,anime,finance"
U01289,ublack,Lesotho,20,trend_hopper,2025-08-03,0.46,0.06,"music,memes,food"
U01290,tomgreen,Bahamas,24,active_engager,2025-06-26,0.66,0.28,"memes,sports,food"
U01291,ryankelly,Dominican Republic,28,passive_scroller,2025-07-22,0.22,0.02,"food,fitness,music"
U01292,castrojasmine,Spain,23,active_engager,2025-11-07,0.46,0.25,"food,fitness,anime"
